"from","to","strength","direction"
"FOXO3","FUT10",0.71,0.710833333333333
"FOXO3","NOTCH1",0.81,0.75375
"FUT10","JAG1",0.79,0.548333333333333
"ADIPOQ","B2M",0.8,0.62
"IL10","LOX",0.86,0.687916666666667
"FKBP1A","PTAFR",0.86,0.723333333333333
"PHB2","VAMP2",0.74,0.811666666666667
"ATP5IF1","MUL1",0.72,0.757083333333333
"CDC37","SQSTM1",0.77,0.7625
"GPS2","MUL1",0.7,0.760833333333333
"GPS2","SQSTM1",0.77,0.794166666666667
"BPGM","CBFA2T3",0.78,0.855833333333334
"BPGM","SLC4A1",0.76,0.7125
"GAPDH","GPI",0.74,0.632083333333333
"HK1","STAT3",0.71,0.676666666666667
"DDX1","EIF2B2",0.72,0.677083333333333
"GATA6","HAMP",0.74,0.50125
"MEF2C","PIM1",0.77,0.755833333333333
"AICDA","KMT2A",0.73,0.760833333333333
"APOBEC3D","KMT2A",0.71,0.755
"EXOSC3","PARP1",0.8,0.699166666666667
"EXOSC6","ZMPSTE24",0.71,0.575
"PARP3","SPI1",0.75,0.783333333333333
"CACNA1C","TAFAZZIN",0.71,0.9625
"ADIPOQ","CNR1",0.73,0.630416666666667
"ANXA1","SIRT1",0.77,0.7025
"PIBF1","PTGDS",0.81,0.691666666666667
"PTGDS","PLA2G4A",0.7,0.56875
"RB1","SMAD6",0.76,0.662083333333333
"ARNT","PRKD2",0.74,0.7675
"HHEX","PTPN1",0.74,0.592916666666667
"HIF1A","PRKCB",0.87,0.545833333333333
"IL1B","HHEX",0.72,0.694583333333333
"IL1B","VTN",0.94,0.695833333333333
"PTPN1","EMILIN1",0.74,0.537916666666667
"BMP6","GATA6",0.72,0.70875
"HES1","PLG",0.76,0.799583333333333
"JUNB","NOTCH2",0.87,0.547083333333333
"MAPK1","NOTCH2",0.88,0.605
"RBPJ","PLG",0.75,0.551666666666667
"WNT5A","PIM1",0.81,0.72875
"BMPR1A","IL10",0.71,0.76875
"IGF1","NR4A3",0.7,0.815
"JUN","MIR221",0.7,0.584583333333333
"MIR221","NR4A3",0.71,0.513333333333333
"MPP1","SLC4A1",0.85,0.738333333333333
"SLC4A1","BPGM",0.72,0.560833333333333
"ADAM17","NOP53",0.79,0.769166666666667
"CDC73","MIR221",0.73,0.715
"CDC73","PHB2",0.7,0.6325
"DDX3X","PAF1",0.7,0.665416666666667
"KMT2E","PLCB1",0.79,0.585833333333333
"PLCB1","PHB2",0.75,0.616666666666667
"STXBP4","PAF1",0.73,0.5975
"GLI3","BMP6",0.73,0.64625
"GLI3","SMAD7",0.82,0.664583333333333
"PTPN11","SMAD3",0.7,0.509583333333333
"RUNX2","ZBTB16",0.8,0.5425
"G6PD","MTOR",0.7,0.711666666666667
"G6PD","PLEC",0.76,0.818333333333333
"AXL","FUT10",0.75,0.764166666666667
"GLI3","P2RY12",0.73,0.7775
"LRP8","LRRK2",0.74,0.814166666666667
"RHOA","TYRO3",0.71,0.587083333333333
"AKT1","PIK3CG",0.72,0.83125
"APOA2","THRA",0.91,0.775833333333333
"PIK3CG","PRKCD",0.71,0.7675
"FKBP1A","MED1",0.7,0.78125
"FKBP1A","ZMPSTE24",0.84,0.775833333333333
"SMAD7","TGFBR1",0.7,0.532083333333333
"SMAD7","TGFB1",0.76,0.557083333333333
"TGFB2","ID2",0.71,0.675416666666667
"ABCB10","SLC7A11",0.73,0.676666666666667
"ALAS1","ATP7A",0.89,0.89375
"ALAS2","SLC7A11",0.83,0.624166666666667
"ALAS2","WNT5A",0.73,0.763333333333333
"ATP5IF1","SLC25A38",0.74,0.814166666666667
"ATP7A","TYR",0.8,0.63
"CITED1","SLC7A11",0.79,0.61375
"DDT","ATP7A",0.72,0.729166666666667
"FLVCR1","SLC11A2",0.74,0.758333333333333
"IREB2","TMEM14C",0.75,0.592916666666667
"CLEC7A","NFATC2",0.71,0.917916666666667
"CLEC7A","TNF",0.8,0.634583333333333
"HRH1","NFATC2",0.75,0.872916666666667
"PPP3CA","PRNP",0.83,0.521666666666667
"WNT10B","YY1",0.83,0.87
"APLF","TP53",0.79,0.795833333333333
"ARID5A","SPHK2",0.76,0.720833333333333
"FOXP3","SOX4",0.7,0.664583333333333
"KAT2A","LIF",0.75,0.68375
"KAT2A","SPHK2",0.71,0.706666666666667
"LIF","SOX4",0.75,0.574583333333333
"AZU1","SPHK1",0.72,0.779583333333333
"IRGM","TGFB1",0.79,0.695416666666667
"MAPK1","RIPK2",0.85,0.787916666666667
"SPHK1","MAPK1",0.72,0.517083333333333
"TRIM6","MAPK1",0.89,0.895833333333333
"THBS1","PRNP",0.7,0.611666666666667
"FER","RGCC",0.73,0.850416666666667
"FER","VEGFA",0.76,0.6775
"PLG","NOTCH4",0.7,0.67125
"CYP7B1","FGFR2",0.73,0.52125
"LRP8","TGFBR2",0.71,0.705
"TP53","VEGFA",0.74,0.735
"CYP27B1","GBA",0.75,0.744583333333333
"KIF5B","PPP3CA",0.77,0.911666666666667
"CAMLG","WNT1",0.74,0.790833333333333
"LAMP3","PML",0.74,0.77125
"SHH","TRIM39",0.76,0.77
"BLOC1S6","KYNU",0.79,0.57125
"IDO1","IL4I1",0.96,0.765
"TNF","IL1B",0.91,0.534583333333333
"ADIPOQ","PTPRC",0.87,0.683333333333333
"ENPP1","PTPRC",0.74,0.840416666666667
"CX3CL1","THBS1",0.8,0.935
"PTPN11","SWAP70",0.8,0.562083333333333
"IFIT1","MSH3",0.86,0.682083333333333
"FST","WNT10B",0.7,0.647916666666667
"LRP1","SMAD7",0.7,0.5725
"RIPK1","MAP2K1",0.76,0.530416666666667
"ARMC5","CYP27B1",0.76,0.684583333333333
"IL1A","TNF",0.72,0.604166666666667
"SIRT1","SOD1",0.71,0.7125
"ATP7A","TLR4",0.7,0.622083333333333
"PDGFB","TLR4",0.81,0.551666666666667
"DLG1","IHH",0.74,0.786666666666667
"SHH","SRF",0.76,0.57375
"ABL1","SOX4",0.88,0.875
"CEBPB","TUBB",0.81,0.74625
"FAM20C","SOX4",0.96,0.72625
"HES1","TUBB",0.78,0.612083333333333
"WNT4","SOX4",0.7,0.7625
"TUBB","SERPINE1",0.85,0.5225
"HRG","LGMN",0.76,0.68125
"PRKD1","P2RX4",0.73,0.787083333333333
"EREG","IRF6",0.71,0.749166666666667
"EREG","ZFP36",0.98,0.88
"FST","IRF6",0.76,0.569583333333333
"MDK","NOTCH2",0.71,0.629166666666667
"NOTCH2","ZFP36",0.78,0.62
"BDKRB1","FFAR3",0.71,0.650416666666667
"FFAR3","SOD2",0.73,0.615416666666667
"FFAR3","TRPV1",0.74,0.588333333333333
"MAP2K7","TP53",0.74,0.59625
"ADAM17","HMGB1",0.72,0.797083333333333
"ADAM17","MIR27A",0.74,0.759583333333333
"CCL2","IGF2",0.7,0.8625
"FLT1","IGF2",0.85,0.764583333333333
"FLT1","PDPK1",0.75,0.743333333333333
"HMGB1","MDK",0.71,0.72875
"MIR27A","STAT3",0.72,0.736666666666667
"PDPK1","STAT3",0.72,0.564166666666667
"IRS2","THBS1",0.83,0.520833333333333
"NR1H2","THBS1",0.76,0.69375
"PTPN11","PTPN2",0.77,0.705
"AKT1","FOXO3",0.79,0.784166666666666
"TRPV1","CRK",0.88,0.505416666666667
"BCL2","MUL1",0.7,0.739166666666667
"PMAIP1","BCL2L11",0.77,0.604166666666667
"BVES","VAMP3",0.7,0.79375
"CAMLG","OPTN",0.86,0.85625
"CAMLG","RAB29",0.78,0.771666666666667
"LDLR","SNCA",0.83,0.7875
"VAMP3","TRAT1",0.74,0.5025
"IFNG","IL12A",0.75,0.784583333333333
"SOD2","TP53",0.82,0.590833333333333
"CYSLTR1","TACR1",0.74,0.649166666666667
"DBH","TACR1",0.71,0.56
"RHOA","DBH",0.8,0.563333333333333
"APOA2","SCAP",0.73,0.650833333333333
"NR1D1","TNF",0.73,0.669166666666667
"GATA3","RHOA",0.7,0.775416666666667
"GREM1","RET",0.87,0.65375
"IGF1","RHOA",0.9,0.78
"LEP","SNX10",0.7,0.795416666666667
"RET","SNX10",0.86,0.71
"SEMA4D","ZBTB16",0.84,0.726666666666667
"CCL3","IL1A",0.8,0.892916666666667
"CCL3","OPRK1",0.72,0.77375
"CCN3","IL1A",0.72,0.816666666666667
"EDN1","OPRK1",0.73,0.835
"EDNRB","OPRM1",0.7,0.828333333333333
"IL10","IL1A",0.83,0.84125
"ADORA1","IL10",0.74,0.698333333333333
"EDNRB","PTAFR",0.7,0.705833333333333
"CCL5","GZMB",0.76,0.883333333333333
"APOA2","PLA2G2A",0.72,0.686666666666667
"MPO","PLA2G2A",0.77,0.873333333333333
"PLA2G5","PLA2G10",0.73,0.504583333333333
"ADORA1","CXCR4",0.77,0.975
"ADORA1","EPHB1",0.76,0.885416666666667
"ARRB2","CXCR4",0.86,0.940416666666667
"ARRB2","NTRK1",0.71,0.59
"ARRB2","TRPV1",0.7,0.603333333333333
"CD248","LEF1",0.75,0.797083333333333
"PDGFB","IL6R",0.8,0.57125
"BIRC2","GPS2",0.77,0.68625
"GPS2","PTPN22",0.8,0.627916666666667
"CD24","STAT1",0.72,0.752083333333333
"MMP9","CTNNB1",0.78,0.69
"PRKX","STAT1",0.75,0.8225
"DHX9","KMT5B",0.73,0.855
"HMGB1","RNF168",0.74,0.715
"RNF168","SHLD2",0.73,0.551666666666667
"CNOT7","SYNCRIP",0.72,0.619583333333333
"PUM1","ZFP36L1",0.77,0.600833333333333
"CAMK1D","CRTC3",0.9,0.769166666666667
"CD200","CRTC3",0.8,0.62875
"CTNNB1","LEF1",0.81,0.807083333333333
"KIT","LEF1",0.96,0.905
"TBX1","WNT10B",0.7,0.670833333333333
"ARNT","PSEN1",0.79,0.931666666666667
"IGF1","PSEN1",0.75,0.787083333333333
"MYC","APP",0.76,0.504583333333333
"GATA6","NUDT21",0.85,0.56125
"AKIRIN1","SIX4",0.71,0.78
"AKIRIN1","TBX1",0.81,0.655833333333333
"SIX4","MEF2C",0.7,0.513333333333333
"CALR","RB1",0.75,0.821666666666667
"CDK13","PDGFB",0.71,0.812916666666667
"DAPK3","L3MBTL1",0.7,0.838333333333333
"HOXA7","MED1",0.75,0.696666666666667
"BCL6","NRARP",0.71,0.58125
"DLL1","MMP14",0.93,0.762083333333333
"GATA2","METTL3",0.74,0.765416666666667
"LFNG","METTL3",0.81,0.776666666666667
"LFNG","YTHDF2",0.88,0.6875
"LFNG","ZBTB7A",0.81,0.705416666666667
"MMP14","YTHDF2",0.7,0.62625
"NFKBIA","ZBTB7A",0.85,0.762916666666667
"YTHDF2","METTL3",0.79,0.685833333333333
"CXCR5","PLK2",0.87,0.8175
"PLK2","OSM",0.71,0.505
"BLOC1S6","STX4",0.8,0.888333333333333
"MSN","STXBP2",0.82,0.89125
"PLEK","STX8",0.78,0.622916666666667
"RAB10","RAB8B",0.7,0.680833333333333
"RAB3C","STX7",0.72,0.580833333333333
"HES1","CTNNB1",0.71,0.550833333333333
"HES1","IHH",0.7,0.9125
"ADIPOQ","APOA2",0.7,0.767083333333333
"ANXA2","CD36",0.82,0.780416666666667
"CD36","MIR27A",0.75,0.803333333333333
"CSK","LDLR",0.73,0.71875
"HMOX1","TREM2",0.74,0.7225
"IL19","NR1H2",0.72,0.763333333333333
"MPO","APOA2",0.72,0.51625
"EZH2","TOP2A",0.81,0.815833333333333
"FBXW7","PSPC1",0.7,0.700833333333333
"ID2","SFPQ",0.73,0.779166666666667
"MTOR","SIN3A",0.82,0.76
"RORC","TP53",0.73,0.860833333333333
"H4C12","SRF",0.74,0.73625
"BCL11B","CDC42",0.72,0.786666666666667
"GATA2","TGFBR1",0.86,0.679583333333333
"GLI2","IHH",0.7,0.6725
"IHH","SIX1",0.76,0.826666666666667
"CNR2","PPP3CA",0.77,0.7925
"DBH","JAK2",0.83,0.689583333333333
"EDN1","SOD1",0.72,0.6275
"DOCK11","PIK3R1",0.71,0.576666666666667
"DOCK11","RIPOR2",0.81,0.601666666666667
"TENM1","TGFBR1",0.71,0.57875
"AQP3","ZFP36",0.75,0.550833333333333
"DDX3X","MAPK3",0.72,0.778333333333333
"ARG1","SLC30A8",0.8,0.8775
"ASS1","BGLAP",0.78,0.795833333333333
"ASS1","PARP1",0.79,0.720833333333333
"CRIP1","P2RX4",0.83,0.6575
"P2RX7","S100A8",0.88,0.7975
"APOE","MIR128-1",0.76,0.595416666666667
"CSK","IL19",0.8,0.815416666666666
"IL19","TREM2",0.73,0.773333333333333
"GPER1","TRPV1",0.85,0.875
"ENTPD7","IGF1",0.72,0.700833333333333
"H4C1","L3MBTL3",0.81,0.918333333333333
"METTL3","ZP3",0.8,0.765833333333333
"AP3B1","LRRK2",0.72,0.835416666666667
"GBA","TASL",0.82,0.69125
"GRN","TFEB",0.88,0.7375
"LAPTM5","LYST",0.72,0.534166666666667
"LAPTM5","RAB20",0.99,0.97
"MTOR","RAB7B",0.77,0.72375
"MTOR","VPS33A",0.84,0.855416666666667
"TFEB","RAB34",0.83,0.511666666666667
"RAB7B","GRN",0.73,0.515416666666667
"TGFB3","TWSG1",0.71,0.58625
"HIPK1","CTNNB1",0.73,0.589583333333333
"SIX1","HIPK2",0.87,0.659166666666667
"ADA","CTSG",0.91,0.655
"ADORA2A","ADORA2B",0.71,0.56875
"ADORA2A","P2RY12",0.77,0.82125
"ANO6","CTSG",0.87,0.69
"GPR171","P2RY12",0.79,0.70125
"MAP2K7","KLF4",0.76,0.530416666666667
"BCL3","SH2B3",0.95,0.6875
"SOCS1","PTPN2",0.72,0.506666666666667
"ADAM8","SLIT2",0.9,0.663333333333333
"FN1","PTPRC",0.73,0.785
"PTPRC","STK4",0.91,0.536666666666667
"LEP","IGF2",0.72,0.610416666666667
"MYO1C","ZBTB7B",0.73,0.7175
"PRKCZ","SRC",0.75,0.642916666666667
"PTPN11","SRC",0.77,0.604166666666667
"PTPN11","ZBTB7B",0.77,0.56875
"IFNGR1","PICALM",0.78,0.66375
"IGF2","PDPK1",0.84,0.87
"MDK","PDPK1",0.72,0.702083333333333
"MIR27A","PDPK1",0.76,0.612083333333333
"EIF2AK2","SHFL",0.74,0.9025
"APOA2","SHH",0.7,0.700833333333333
"YJEFN3","SIRT1",0.73,0.550833333333333
"ATP7A","ZEB1",0.71,0.542916666666667
"CYBA","MYC",0.72,0.599166666666667
"MTOR","SIX1",0.75,0.691666666666667
"PIK3CA","SIPA1",0.7,0.802083333333333
"SIPA1","XBP1",0.75,0.771666666666667
"TNF","SIPA1",0.71,0.555833333333333
"NUDT21","YTHDF3",0.79,0.597916666666667
"APP","EZR",0.82,0.912083333333333
"EZR","ZMPSTE24",0.79,0.629583333333333
"GPAM","STAT5B",0.7,0.7175
"STAT3","STAT5B",0.73,0.772083333333333
"CTNNB1","GFI1",0.88,0.849166666666667
"GATA3","KMT2E",0.76,0.71375
"GATA3","PRMT6",0.7,0.660416666666667
"KAT8","GFI1",0.72,0.562083333333333
"KMT2E","ZNF335",0.7,0.584166666666667
"MYB","ZNF335",0.99,0.8725
"WDR61","KMT2A",0.73,0.601666666666667
"KITLG","SEMA4D",0.77,0.6425
"SEMA4D","SHH",0.79,0.584166666666667
"SEMA7A","RET",0.74,0.580416666666667
"TRIM6","SIRT2",0.82,0.788333333333333
"GPC3","MAPK14",0.77,0.6425
"ADORA2B","APP",0.72,0.677083333333333
"ADORA2B","TREM2",0.72,0.89
"IGF1","TREM2",0.72,0.908333333333333
"MYC","TAFAZZIN",0.79,0.574583333333333
"EPS8","P2RY12",0.7,0.539166666666667
"ICAM1","RAC1",0.75,0.6875
"RHOG","SNX10",0.7,0.664583333333333
"RHOG","STAP1",0.76,0.692916666666667
"CTNNB1","EGR1",0.71,0.548333333333333
"EGR1","TRPM4",0.85,0.647916666666667
"IFIH1","PML",0.89,0.737916666666667
"IFIH1","TOLLIP",0.71,0.811666666666667
"PARK7","TRPM4",0.84,0.605416666666667
"PARK7","TOLLIP",0.83,0.73125
"PIAS3","TRIM27",0.76,0.594583333333333
"TRIM28","ZMIZ1",0.77,0.806666666666667
"CTNNB1","PTK2B",0.79,0.649166666666667
"PDE5A","SIRT2",0.79,0.870833333333333
"ADIPOQ","KCNQ1",0.76,0.692916666666667
"AHR","DMTN",0.81,0.8175
"ASS1","PTAFR",0.7,0.729166666666667
"EZR","PTAFR",0.88,0.540833333333333
"HSF1","DHX36",0.77,0.710833333333333
"MYC","ZC3H12A",0.82,0.715416666666667
"MAPK9","SCRIB",0.78,0.69625
"PAK2","SCRIB",0.87,0.753333333333333
"PECAM1","SCRIB",0.82,0.517916666666667
"ARRB2","HSF1",0.85,0.604583333333333
"NFE2L2","ZC3H12A",0.96,0.555
"PTK2B","ARRB2",0.71,0.5075
"HIPK2","N4BP1",0.75,0.78125
"NOP53","PSEN1",0.73,0.54
"PARK7","PML",0.78,0.63
"B2M","CDK6",0.71,0.563333333333333
"BMPR1A","TP53",0.74,0.592083333333333
"CDK6","HLA-G",0.82,0.735416666666666
"CGAS","TP53",0.8,0.6
"CGAS","ZMPSTE24",0.71,0.639166666666667
"KIR2DL4","HLA-G",0.77,0.527916666666667
"PLK2","TP53",0.75,0.607916666666667
"GFER","MAPK1",0.74,0.670416666666667
"SRC","ARRB2",0.71,0.550416666666667
"CDKN1A","LAPTM5",0.82,0.918333333333333
"NTRK1","PLEC",0.79,0.699583333333333
"SIPA1","PLEC",0.77,0.594583333333333
"DDX3X","STAT3",0.83,0.657083333333333
"DROSHA","METTL3",0.82,0.8
"IL6","METTL3",0.83,0.83625
"STAT3","METTL3",0.94,0.6225
"FBN1","NBL1",0.75,0.545833333333333
"GREM1","FBN1",0.77,0.51625
"CD46","GREM1",0.7,0.772083333333333
"TNFRSF1B","EMILIN1",0.85,0.532083333333333
"TGFB1","DPP4",0.89,0.535416666666667
"BCL2L11","MAPKAPK2",0.7,0.671666666666667
"CEBPA","CEBPD",0.71,0.86625
"MAPK3","PAFAH1B1",0.74,0.871666666666667
"GREM1","TMEM131L",0.7,0.525833333333333
"MAPK14","STK3",0.73,0.695
"TMEM131L","LMBR1L",0.7,0.52
"HIPK2","TP53",0.82,0.898333333333333
"APOE","VEGFA",0.73,0.624583333333333
"VEGFA","TACR1",0.7,0.530416666666667
"CHGA","PDE4B",0.79,0.649166666666667
"CHGA","PDE5A",0.7,0.691666666666667
"GSN","P2RX4",0.9,0.755833333333333
"PIK3CA","PDE4D",0.75,0.890416666666667
"CDKN1A","CTC1",0.71,0.81
"CTC1","SERPINE1",0.87,0.541666666666667
"IL1B","IKBKB",0.77,0.532083333333333
"VEGFA","TNF",0.73,0.765833333333333
"HLA-G","KIR2DL4",0.83,0.661666666666667
"EFNB2","PPP3CB",0.74,0.572083333333333
"FLT4","PPP3CB",0.7,0.6125
"PPP3CB","TBX1",0.78,0.540833333333333
"GPX1","PRDX1",0.7,0.737083333333333
"GPX1","PRDX3",0.86,0.715833333333333
"PRDX2","TPO",0.79,0.645
"SNCA","MPO",0.79,0.776666666666667
"BMP4","CTSK",0.73,0.875416666666667
"CTNNB1","CTSK",0.83,0.578333333333333
"CTSK","GREM1",0.8,0.506666666666667
"BTN2A2","FBXO7",0.73,0.900833333333333
"DLG1","INHBA",0.77,0.681666666666667
"GPNMB","SLFN11",0.73,0.668333333333333
"KLF4","TP53",0.74,0.505833333333333
"ADA","KIT",0.72,0.903333333333334
"ADORA1","RHOA",0.7,0.910416666666667
"CAV1","KIT",0.74,0.879166666666667
"CAV1","RHOA",0.73,0.915
"DAPK3","GPER1",0.71,0.514583333333333
"PTAFR","SOD1",0.79,0.504166666666667
"PTAFR","SPHK1",0.81,0.712916666666667
"TACR1","KIT",0.73,0.563333333333333
"ASB2","SIX4",0.71,0.935416666666667
"CITED2","NOTCH1",0.71,0.5325
"DDX17","EOMES",0.91,0.833333333333333
"DDX17","FOS",0.7,0.799166666666667
"EGR1","MSTN",0.77,0.500833333333333
"EPHB1","RB1",0.72,0.618333333333333
"FOS","PAX5",0.7,0.755833333333333
"TBX1","RB1",0.71,0.66
"CDC73","LDB1",0.77,0.755833333333333
"CTNNB1","RNF168",0.7,0.732083333333333
"ERCC2","HEXIM1",0.7,0.62875
"HEXIM1","KAT7",0.84,0.871666666666667
"RNF8","THOC1",0.71,0.713333333333333
"SETD2","PAF1",0.71,0.511666666666667
"THOC5","WDR61",0.91,0.7875
"MYD88","SRPK1",0.71,0.8975
"EIF2B1","YTHDF2",0.79,0.8975
"KHDRBS1","RPS17",0.72,0.669583333333333
"EIF2AK4","PJA2",0.74,0.515833333333333
"KAT2A","EIF2AK4",0.7,0.506666666666667
"KAT2A","SRF",0.73,0.645833333333333
"LDLR","PRKCZ",0.73,0.552083333333333
"PRNP","RPS6KB1",0.89,0.761666666666667
"F2RL1","LEP",0.76,0.8875
"INHBA","OPRK1",0.77,0.786666666666667
"INHBA","PTPN11",0.74,0.5175
"PTPN11","OPRK1",0.7,0.820833333333333
"RAB8B","PTPN11",0.78,0.604166666666667
"CYP27B1","IL13",0.81,0.8575
"CERT1","LDLR",0.91,0.751666666666667
"IL12B","NF1",0.73,0.655
"RGCC","TGFBR1",0.84,0.685
"ATF4","PIK3R1",0.7,0.672916666666667
"AP3B1","RAB27A",0.75,0.682916666666667
"AP3D1","PICALM",0.71,0.621666666666667
"BLOC1S2","KIF5B",0.81,0.56
"CTNNB1","KIF5B",1,0.77
"DNM2","AP3D1",0.71,0.500416666666667
"DNM2","PICALM",0.76,0.802083333333333
"KIF5B","PICALM",0.84,0.633333333333333
"SNCA","BLOC1S2",0.7,0.552916666666667
"CD36","STAT3",0.85,0.789583333333333
"DLL1","TRPV4",0.73,0.632916666666667
"NR4A3","STAT3",0.82,0.903333333333333
"CRKL","PSEN1",0.73,0.525416666666667
"AICDA","EZH2",0.71,0.616666666666667
"APOBEC3C","ZMPSTE24",0.71,0.69
"EZH2","HELLS",0.74,0.7475
"FOS","MYC",0.72,0.709166666666667
"DAB2IP","SEMA4D",0.75,0.786666666666667
"DBNL","PPP3CA",0.76,0.6725
"EPHB2","PTPRD",0.7,0.85
"IRAG2","WASL",0.76,0.596666666666667
"MYO1C","RAB17",0.75,0.764166666666667
"MYO1G","SMPD3",0.79,0.7925
"PKN1","XRCC5",0.74,0.7425
"SLC12A2","TLR3",0.72,0.6875
"TLR3","XRCC5",0.7,0.6075
"DOCK8","PTK2B",0.88,0.892916666666667
"FLOT2","GATA3",0.7,0.564583333333333
"FLOT2","GSN",0.72,0.642083333333333
"IGF1","LTF",0.7,0.7475
"LEP","SEMA4D",0.7,0.753333333333333
"IHH","SP3",0.72,0.830416666666667
"SP3","HIPK2",0.81,0.586666666666667
"EOMES","FZD5",0.72,0.729583333333333
"FZD5","STK3",0.8,0.84125
"HECTD1","PLG",0.75,0.50125
"PRDM1","STK3",0.95,0.70875
"STK4","FZD5",0.7,0.595833333333333
"APOE","FLOT1",0.73,0.8225
"ARHGEF2","GPR174",0.86,0.779166666666667
"BCL6","GPR18",0.74,0.75375
"EPS8","GPR65",0.73,0.74875
"RAF1","F2RL1",0.76,0.817916666666667
"RIPOR2","GPR174",0.77,0.5375
"ATP7A","CSF1R",0.77,0.909166666666667
"B2M","BCL11B",0.75,0.534166666666667
"BCL11B","METTL14",0.72,0.624166666666667
"FGFR2","INHBA",0.71,0.815833333333333
"INHBA","LEF1",0.76,0.613333333333333
"CTSS","LGMN",0.82,0.700416666666667
"CTSS","MCOLN1",0.87,0.85625
"GPR151","PCK1",0.74,0.734583333333333
"GPR68","LGMN",0.79,0.6375
"LGMN","MCOLN1",0.72,0.568333333333333
"SRC","TRPV1",0.83,0.649166666666667
"TRPV1","GPR68",0.78,0.62
"GPC3","SGPL1",0.78,0.612083333333333
"CDC42EP2","WAS",0.7,0.702083333333333
"ABL1","RTN4",0.74,0.85375
"ALCAM","SRF",0.81,0.755833333333333
"DBNL","SLIT2",0.83,0.785416666666667
"CDC37","DNM1L",0.82,0.9
"CTSK","RNF41",0.71,0.770833333333333
"AKT1","MYH9",0.74,0.825416666666667
"ANO6","PLEC",0.76,0.706666666666667
"CXCR4","FASLG",0.79,0.899166666666667
"CXCR4","STX4",0.88,0.9
"MYH9","PTPRC",0.77,0.82375
"SPACA3","SPTA1",0.81,0.838333333333333
"EZR","SELENOS",0.82,0.704166666666667
"ACE","PICALM",0.75,0.859166666666667
"CASP3","ROCK1",0.73,0.92125
"IDE","PSEN1",0.73,0.69
"NSD2","PARP1",0.73,0.5075
"NCK1","PDE4D",0.76,0.7
"SMAD7","PDE4D",0.76,0.51
"FOXP3","KAT7",0.73,0.57125
"IL1B","SPHK2",0.75,0.790833333333333
"TGFBR2","TRPV4",0.76,0.592083333333333
"TRPV4","SMPD3",0.79,0.509166666666667
"BMP4","MDK",0.7,0.66125
"BMP6","GLI3",0.77,0.555416666666667
"SMAD7","GLI3",0.83,0.554583333333333
"SMAD7","ZBTB16",0.71,0.629166666666667
"KAT7","CITED1",0.72,0.6
"KAT7","SOX11",0.79,0.5875
"N4BP2L2","SOX11",0.8,0.768333333333333
"PDCD2","VEGFC",0.75,0.591666666666667
"EPX","OPRD1",0.93,0.905
"ADAM9","LRRK2",0.84,0.662916666666667
"ADAM9","TFRC",0.84,0.763333333333333
"APP","TFRC",0.79,0.83375
"ARG1","SOD2",0.81,0.729583333333333
"SOD2","TFRC",0.71,0.659583333333333
"ANXA2","CORO1A",0.86,0.6225
"SLAMF1","SPHK1",0.81,0.578333333333333
"IFNG","SLC11A2",0.84,0.78875
"MCOLN1","SLC40A1",0.76,0.780833333333333
"ALOX15","PPARG",0.71,0.759583333333333
"ALOX15","SIRT1",0.74,0.722916666666667
"MED1","SIRT1",0.89,0.782083333333333
"EDN1","LEPR",0.79,0.78
"LEPR","LEP",0.72,0.535416666666667
"NR1D1","LEP",0.81,0.566666666666667
"NCK1","NFE2L2",0.88,0.612916666666667
"NFE2L2","PTPN1",0.85,0.584166666666667
"CEACAM1","WNT4",0.72,0.882083333333333
"GPER1","SIRT1",0.71,0.7475
"PIBF1","SPHK1",0.7,0.8625
"SCAP","WNT4",0.78,0.803333333333333
"CLDN18","PAK2",0.7,0.834166666666667
"DLG5","PRKCH",0.78,0.820833333333333
"TNF","WDR1",0.71,0.77
"MUL1","TAFAZZIN",0.79,0.610833333333333
"SLC25A5","TAFAZZIN",0.82,0.581666666666667
"FBXW7","GBA",0.76,0.573333333333333
"MEIS2","OPRK1",0.72,0.766666666666667
"NF1","PPP3CB",0.79,0.831666666666667
"EIF2AK4","NCK1",0.72,0.5125
"ANO6","EMP2",0.76,0.609583333333333
"CAV1","CIAO3",0.91,0.6275
"CTNNB1","STK11",0.73,0.538333333333333
"ADARB1","ATF2",0.72,0.657083333333333
"ATF2","FAS",0.72,0.569166666666667
"IFNGR1","NCSTN",0.74,0.690416666666667
"RTN4","PRNP",0.89,0.538333333333333
"BLOC1S6","STXBP3",0.75,0.79625
"PLEK","STXBP2",0.71,0.87125
"CD109","MDK",0.72,0.87375
"EFNB2","ZFP36",0.83,0.568333333333333
"FGFR2","NOTCH2",0.75,0.793333333333333
"MMP9","FASLG",0.78,0.631666666666667
"MMP9","PTK6",0.72,0.558333333333333
"DBNL","PSEN1",0.7,0.717083333333333
"EPHB2","PSEN1",0.74,0.694583333333333
"HAX1","FBXW7",0.73,0.584166666666667
"HIF1A","RNF41",0.7,0.600416666666667
"HIF1A","SLC25A5",0.71,0.700833333333333
"ACTN1","APOE",0.7,0.670416666666667
"DHX36","IL1RAP",0.76,0.789166666666667
"PAFAH1B1","SLC7A11",0.73,0.857916666666667
"ATG5","CREBBP",0.77,0.701666666666667
"APP","REST",0.9,0.7975
"GLI3","MEIS1",0.74,0.5125
"JAG1","SHH",0.76,0.609166666666667
"ADIPOQ","HDAC4",0.77,0.787083333333333
"ENPP1","LEPR",0.7,0.73625
